1498652648.765;782804.276;1498652648.756;N;..PEG;495;518;495;518;455;508;455;508;33.0;0.387;0.516;535;527;535;527;31.0;0.565;0.516
1498652648.795;782804.310;1498652648.790;N;..PEG;503;526;499;522;477;517;466;512;32.8;0.388;0.516;530;535;532;531;31.0;0.566;0.516
1498652648.827;782804.343;1498652648.823;N;..PEG;502;512;499;520;478;499;470;508;32.8;0.388;0.516;525;524;530;529;31.1;0.566;0.516
1498652648.874;782804.377;1498652648.857;N;..PEG;504;509;498;518;489;499;475;506;33.0;0.388;0.516;520;519;527;526;31.0;0.566;0.516
1498652648.905;782804.410;1498652648.890;N;..PEG;498;507;498;517;480;493;476;503;32.8;0.388;0.516;517;521;525;525;31.3;0.566;0.517
1498652648.937;782804.443;1498652648.923;N;..PEG;497;503;498;515;483;486;483;486;32.8;0.388;0.516;510;521;510;521;31.1;0.567;0.517
1498652648.968;782804.476;1498652648.956;N;..PEG;499;496;499;496;478;489;478;489;32.6;0.388;0.516;521;503;521;503;30.8;0.567;0.517
1498652648.998;782804.510;1498652648.990;N;..PEG;494;498;497;497;476;495;477;492;32.6;0.389;0.516;513;502;517;503;30.7;0.567;0.517
1498652649.030;782804.543;1498652649.023;N;..PEG;426;581;485;511;409;573;454;519;32.7;0.388;0.517;443;589;493;532;30.7;0.566;0.518
1498652649.062;782804.576;1498652649.056;N;..PEG;418;625;476;524;406;614;442;543;32.6;0.388;0.518;431;636;477;558;30.8;0.566;0.519
1498652649.109;782804.610;1498652649.090;N;..PEG;427;624;470;535;419;621;437;559;32.6;0.388;0.518;436;628;468;572;30.5;0.566;0.519
1498652649.140;782804.643;1498652649.123;N;..PEG;424;635;466;544;411;632;433;572;32.3;0.388;0.518;436;638;463;584;30.7;0.566;0.519
1498652649.171;782804.676;1498652649.156;F;..PEG;426;634;462;551;413;635;430;581;32.9;0.388;0.518;438;634;459;592;30.6;0.566;0.519
1498652649.202;782804.710;1498652649.190;F;..PEG;427;638;459;558;417;636;428;589;32.8;0.388;0.518;438;640;456;598;30.6;0.566;0.519
1498652649.233;782804.743;1498652649.223;F;..PEG;433;636;457;563;424;639;427;595;32.7;0.388;0.518;441;633;454;603;30.3;0.566;0.519
1498652649.265;782804.776;1498652649.256;F;..PEG;431;627;454;568;422;627;426;599;32.3;0.388;0.518;441;627;452;606;30.5;0.566;0.519
1498652649.296;782804.809;1498652649.289;F;..PEG;434;642;453;573;426;651;426;605;32.4;0.388;0.518;443;633;451;609;30.2;0.566;0.519
1498652649.327;782804.843;1498652649.323;F;..PEG;384;720;451;578;374;733;421;617;32.4;0.387;0.520;395;707;446;619;30.2;0.565;0.521
1498652649.374;782804.876;1498652649.356;F;..PEG;378;722;449;583;368;731;416;628;32.1;0.387;0.520;389;712;440;627;29.9;0.565;0.521
1498652649.405;782804.909;1498652649.389;F;..PEG;375;726;446;588;368;740;412;638;32.0;0.387;0.520;383;711;435;635;29.8;0.565;0.521
1498652649.437;782804.943;1498652649.423;F;..PEG;379;725;444;593;363;745;408;648;31.9;0.387;0.520;395;705;431;641;29.6;0.565;0.520
1498652649.468;782804.976;1498652649.456;F;..PEG;371;721;442;598;353;731;353;731;31.7;0.387;0.520;388;711;428;648;29.6;0.565;0.520
1498652649.499;782805.009;1498652649.489;F;..PEG;381;721;437;609;371;729;371;729;31.3;0.387;0.520;390;712;390;712;30.0;0.565;0.520
1498652649.530;782805.043;1498652649.523;F;..PEG;369;723;432;618;360;726;365;728;31.1;0.387;0.520;379;719;379;719;30.0;0.565;0.520
1498652649.561;782805.076;1498652649.556;F;..PEG;375;727;427;627;369;736;367;731;31.0;0.387;0.520;381;718;380;719;29.7;0.565;0.521
1498652649.593;782805.109;1498652649.589;F;..PEG;378;721;422;635;365;731;366;731;31.0;0.387;0.520;391;711;384;716;29.8;0.565;0.521
1498652649.639;782805.142;1498652649.622;F;..PEG;379;715;418;642;363;726;365;730;30.9;0.388;0.520;394;704;386;713;29.4;0.566;0.520
1498652649.671;782805.176;1498652649.656;F;..PEG;369;717;414;649;363;731;365;730;30.9;0.388;0.520;375;704;384;711;29.5;0.566;0.520
1498652649.702;782805.209;1498652649.689;F;..PEG;369;726;411;656;362;729;365;730;31.0;0.388;0.520;376;723;383;713;29.3;0.566;0.521
1498652649.733;782805.242;1498652649.722;N;..PEG;368;720;374;720;369;725;365;729;30.7;0.388;0.520;367;714;380;713;29.4;0.566;0.521
1498652649.765;782805.276;1498652649.756;N;..PEG;372;725;376;718;361;738;365;730;30.5;0.388;0.520;383;713;381;713;29.3;0.566;0.521
1498652649.795;782805.309;1498652649.789;N;..PEG;384;715;379;715;378;724;366;730;30.6;0.389;0.520;390;707;382;712;29.3;0.567;0.521
1498652649.827;782805.342;1498652649.822;N;..PEG;442;590;378;716;423;592;372;716;30.5;0.390;0.517;461;588;390;699;28.8;0.567;0.519
1498652649.859;782805.376;1498652649.856;N;..PEG;471;534;379;716;460;541;460;541;30.5;0.390;0.517;481;528;481;528;28.7;0.568;0.518
1498652649.905;782805.409;1498652649.889;N;..PEG;480;530;400;678;469;541;469;541;30.3;0.390;0.517;491;519;491;519;28.7;0.568;0.518
1498652649.937;782805.442;1498652649.922;N;..PEG;476;521;478;525;467;535;468;538;30.5;0.390;0.517;484;507;487;513;28.7;0.568;0.518
1498652649.968;782805.476;1498652649.956;N;..PEG;474;525;478;524;472;530;469;535;30.5;0.391;0.516;477;521;484;516;28.8;0.568;0.518
1498652649.999;782805.509;1498652649.989;N;..PEG;480;525;478;523;476;535;471;535;30.3;0.391;0.516;484;514;484;515;28.5;0.569;0.518
1498652650.030;782805.542;1498652650.022;N;..PEG;478;528;478;524;476;530;472;534;30.4;0.391;0.516;480;526;483;517;28.6;0.569;0.518
1498652650.062;782805.575;1498652650.055;N;..PEG;482;527;478;525;471;530;472;533;30.4;0.391;0.516;494;523;485;518;28.6;0.569;0.518
1498652650.093;782805.609;1498652650.089;N;..PEG;478;513;478;525;467;522;471;532;30.2;0.391;0.516;489;504;485;516;28.2;0.569;0.518
1498652650.140;782805.642;1498652650.122;F;..PEG;464;505;477;525;459;518;470;530;30.2;0.391;0.516;468;493;483;513;28.1;0.569;0.517
1498652650.171;782805.675;1498652650.155;F;..PEG;468;498;478;523;454;502;468;527;29.5;0.391;0.516;482;494;483;511;28.0;0.569;0.518
1498652650.203;782805.709;1498652650.189;F;..PEG;468;495;478;522;460;509;467;525;29.6;0.391;0.516;477;480;482;508;27.8;0.568;0.517
1498652650.233;782805.742;1498652650.222;F;..PEG;469;505;477;521;458;521;466;524;29.4;0.390;0.517;480;488;482;506;27.7;0.568;0.518
1498652650.264;782805.775;1498652650.255;F;..PEG;467;500;477;520;460;519;465;524;29.4;0.390;0.517;474;481;481;503;27.7;0.568;0.517
1498652650.296;782805.809;1498652650.289;F;..PEG;466;497;476;519;455;510;464;522;29.0;0.390;0.517;478;484;481;501;27.7;0.568;0.518
1498652650.328;782805.842;1498652650.322;F;..PEG;463;500;476;519;461;509;464;521;29.0;0.390;0.517;465;492;480;500;27.3;0.568;0.517
1498652650.358;782805.875;1498652650.355;F;..PEG;470;501;475;518;463;517;464;521;28.9;0.390;0.517;478;484;479;499;27.2;0.568;0.517
1498652650.405;782805.909;1498652650.389;F;..PEG;469;504;475;517;462;507;463;519;28.7;0.390;0.516;477;501;479;499;27.2;0.568;0.517
1498652650.436;782805.942;1498652650.422;F;..PEG;463;503;475;516;454;496;463;518;28.6;0.390;0.516;472;511;478;499;27.2;0.568;0.517
1498652650.468;782805.975;1498652650.455;F;..PEG;469;501;475;515;457;494;462;516;28.7;0.390;0.516;480;508;479;500;27.0;0.568;0.517
1498652650.498;782806.008;1498652650.488;F;..PEG;466;501;474;514;457;504;462;515;29.0;0.390;0.516;476;498;478;499;27.1;0.568;0.517
1498652650.530;782806.042;1498652650.522;F;..PEG;467;499;474;513;460;511;461;514;29.1;0.390;0.516;475;487;478;498;27.1;0.567;0.517
1498652650.561;782806.075;1498652650.555;F;..PEG;464;514;473;513;460;522;461;514;28.9;0.390;0.517;468;506;477;499;26.9;0.567;0.517
1498652650.593;782806.108;1498652650.588;F;..PEG;472;508;473;512;464;527;461;515;29.0;0.389;0.517;480;489;477;498;27.1;0.567;0.517
1498652650.624;782806.142;1498652650.622;F;..PEG;470;501;473;512;464;505;461;514;29.0;0.389;0.517;477;497;477;498;27.1;0.567;0.518
1498652650.671;782806.175;1498652650.655;F;..PEG;472;500;473;511;465;516;462;514;28.9;0.389;0.517;478;483;477;497;26.9;0.567;0.517
1498652650.702;782806.208;1498652650.688;F;..PEG;464;497;472;511;458;505;461;513;29.0;0.389;0.517;470;490;477;496;26.9;0.567;0.517
1498652650.733;782806.242;1498652650.722;F;..PEG;467;503;472;510;462;515;461;513;28.9;0.389;0.516;472;491;476;496;26.9;0.567;0.517
1498652650.765;782806.275;1498652650.755;F;..PEG;465;497;471;510;461;509;461;512;29.0;0.389;0.516;469;486;476;495;26.8;0.566;0.517
1498652650.796;782806.308;1498652650.788;F;..PEG;467;497;471;509;457;508;461;512;29.0;0.389;0.516;477;487;476;494;26.7;0.566;0.517
1498652650.827;782806.341;1498652650.821;F;..PEG;467;501;471;508;459;506;460;511;28.5;0.388;0.516;475;496;475;494;27.1;0.566;0.517
1498652650.858;782806.375;1498652650.855;F;..PEG;465;490;471;507;457;484;460;509;28.2;0.388;0.516;472;497;475;493;27.0;0.566;0.517
1498652650.906;782806.408;1498652650.888;F;..PEG;465;488;471;506;465;484;460;507;28.1;0.389;0.516;465;491;474;493;26.9;0.566;0.517
1498652650.936;782806.441;1498652650.921;F;..PEG;463;500;470;505;458;507;460;507;28.4;0.389;0.516;469;493;474;493;27.1;0.566;0.517
1498652650.967;782806.475;1498652650.955;F;..PEG;464;501;470;504;455;506;460;507;28.4;0.389;0.516;472;497;474;493;26.9;0.567;0.517
1498652650.999;782806.508;1498652650.988;F;..PEG;475;509;470;504;469;511;460;507;28.5;0.389;0.517;482;507;474;494;26.9;0.567;0.517
1498652651.030;782806.541;1498652651.021;F;..PEG;462;498;469;503;459;498;460;506;28.6;0.389;0.517;464;497;473;494;27.0;0.566;0.517
1498652651.062;782806.575;1498652651.055;F;..PEG;466;500;469;503;461;508;460;506;28.7;0.389;0.517;471;491;473;494;27.1;0.566;0.517
1498652651.092;782806.608;1498652651.088;F;..PEG;457;508;469;502;451;518;460;506;28.8;0.388;0.517;463;497;472;495;27.1;0.566;0.517
1498652651.124;782806.641;1498652651.121;F;..PEG;465;502;469;502;462;508;460;506;28.8;0.388;0.517;469;496;472;495;27.2;0.566;0.517
1498652651.170;782806.675;1498652651.155;F;..PEG;463;506;469;502;466;521;460;507;29.6;0.388;0.517;461;492;471;495;27.3;0.566;0.517
1498652651.202;782806.708;1498652651.188;F;..PEG;462;508;468;501;457;523;460;508;29.7;0.388;0.517;466;493;471;495;27.2;0.566;0.517
1498652651.233;782806.741;1498652651.221;F;..PEG;460;508;468;501;455;520;460;509;29.7;0.388;0.517;465;496;470;495;27.1;0.566;0.517
1498652651.265;782806.774;1498652651.254;F;..PEG;466;506;468;501;464;513;460;509;29.7;0.389;0.517;468;498;470;495;27.5;0.566;0.517
