	GazeState	Tgaze	Xgaze	Ygaze	Tball	Xball	Yball	Tpaddle	Xpaddle	Ypaddle
0	..PEG	1499087895.789	652	844	nan	nan	nan	1499087903.505	448	931
1	..PEG	1499087895.822	651	846	nan	nan	nan	1499087903.51	454	931
2	.F...	1499087895.855			nan	nan	nan	1499087903.543	454	931
3	..PEG	1499087895.889	654	843	nan	nan	nan	1499087903.576	454	931
4	..PEG	1499087895.922	639	782	nan	nan	nan	1499087903.61	454	931
5	..PEG	1499087895.955	588	480	nan	nan	nan	1499087903.644	454	931
6	..PEG	1499087895.988	602	453	nan	nan	nan	1499087903.678	454	931
7	..PEG	1499087896.022	601	457	nan	nan	nan	1499087903.712	454	931
8	..PEG	1499087896.055	607	460	nan	nan	nan	1499087903.745	454	931
9	..PEG	1499087896.089	607	454	nan	nan	nan	1499087903.778	454	931
10	..PEG	1499087896.122	599	462	nan	nan	nan	1499087903.812	454	931
11	..PEG	1499087896.155	600	463	nan	nan	nan	1499087903.845	454	931
12	..PEG	1499087896.189	596	476	nan	nan	nan	1499087903.879	454	931
13	..PEG	1499087896.222	602	470	nan	nan	nan	1499087903.913	454	931
14	..PEG	1499087896.255	595	477	nan	nan	nan	1499087903.947	454	931
15	..PEG	1499087896.288	634	865	nan	nan	nan	1499087903.981	454	931
16	..PEG	1499087896.321	614	911	nan	nan	nan	1499087904.014	454	931
17	..PEG	1499087896.355	631	915	nan	nan	nan	1499087904.048	455	931
18	..PEG	1499087896.388	645	915	nan	nan	nan	1499087904.082	462	931
19	..PEG	1499087896.421	633	919	nan	nan	nan	1499087904.116	467	931
20	..PEG	1499087896.455	636	925	nan	nan	nan	1499087904.15	470	931
21	..PEG	1499087896.488	633	918	nan	nan	nan	1499087904.184	476	931
22	..PEG	1499087896.522	630	924	nan	nan	nan	1499087904.218	503	931
23	..PEG	1499087896.555	630	918	nan	nan	nan	1499087904.251	538	931
24	..PEG	1499087896.588	630	921	nan	nan	nan	1499087904.284	566	931
25	..PEG	1499087896.621	625	921	nan	nan	nan	1499087904.318	591	931
26	..PEG	1499087896.655	627	918	nan	nan	nan	1499087904.35	618	931
27	..PEG	1499087896.688	625	921	nan	nan	nan	1499087904.384	651	931
28	..PEG	1499087896.721	626	924	nan	nan	nan	1499087904.418	667	931
29	..PEG	1499087896.755	624	922	nan	nan	nan	1499087904.451	680	931
30	..PEG	1499087896.788	624	924	nan	nan	nan	1499087904.485	688	931
31	..PEG	1499087896.821	626	923	nan	nan	nan	1499087904.519	700	931
32	..PEG	1499087896.854	618	924	nan	nan	nan	1499087904.552	716	931
33	..PEG	1499087896.888	620	925	nan	nan	nan	1499087904.586	728	931
34	..PEG	1499087896.921	618	921	nan	nan	nan	1499087904.619	739	931
35	..PEG	1499087896.954	618	921	nan	nan	nan	1499087904.653	758	931
36	..PEG	1499087896.988	622	918	nan	nan	nan	1499087904.688	773	931
37	..PEG	1499087897.021	617	927	nan	nan	nan	1499087904.721	778	931
38	..PEG	1499087897.054	612	919	nan	nan	nan	1499087904.754	780	931
39	..PEG	1499087897.088	615	925	nan	nan	nan	1499087904.789	780	931
40	..PEG	1499087897.121	615	926	nan	nan	nan	1499087904.823	780	931
41	..PEG	1499087897.154	616	931	nan	nan	nan	1499087904.856	780	931
42	..PEG	1499087897.187	617	926	nan	nan	nan	1499087904.89	780	931
43	..PEG	1499087897.221	612	921	nan	nan	nan	1499087904.924	780	931
44	..PEG	1499087897.254	609	922	nan	nan	nan	1499087904.958	780	931
45	..PEG	1499087897.287	611	920	nan	nan	nan	1499087904.992	780	931
46	..PEG	1499087897.321	610	918	nan	nan	nan	1499087905.025	780	931
47	..PEG	1499087897.354	610	919	nan	nan	nan	1499087905.058	780	931
48	..PEG	1499087897.388	526	743	nan	nan	nan	1499087905.092	780	931
49	..PEG	1499087897.421	500	446	nan	nan	nan	1499087905.126	780	931
50	..PEG	1499087897.454	500	442	nan	nan	nan	1499087905.16	780	931
51	..PEG	1499087897.487	495	447	nan	nan	nan	1499087905.193	782	931
52	..PEG	1499087897.521	494	461	nan	nan	nan	1499087905.225	796	931
53	..PEG	1499087897.554	498	442	nan	nan	nan	1499087905.259	806	931
54	..PEG	1499087897.587	494	444	nan	nan	nan	1499087905.292	806	931
55	..PEG	1499087897.620	495	447	nan	nan	nan	1499087905.327	806	931
56	..PEG	1499087897.654	516	478	nan	nan	nan	1499087905.36	806	931
57	..PEG	1499087897.687	563	640	nan	nan	nan	1499087905.394	806	931
58	..PEG	1499087897.721	565	655	nan	nan	nan	1499087905.428	806	931
59	..PEG	1499087897.754	564	650	nan	nan	nan	1499087905.462	806	931
60	..PEG	1499087897.787	565	643	nan	nan	nan	1499087905.494	806	931
61	..PEG	1499087897.820	562	639	nan	nan	nan	1499087905.528	806	931
62	..PEG	1499087897.853	561	635	nan	nan	nan	1499087905.562	806	931
63	..PEG	1499087897.887	561	612	nan	nan	nan	1499087905.596	806	931
64	..PEG	1499087897.920	559	612	nan	nan	nan	1499087905.629	806	931
65	..PEG	1499087897.953	514	459	nan	nan	nan	1499087905.663	806	931
66	..PEG	1499087897.987	507	434	nan	nan	nan	1499087905.696	806	931
67	..PEG	1499087898.020	506	428	nan	nan	nan	1499087905.73	806	931
68	..PEG	1499087898.054	505	427	nan	nan	nan	1499087905.764	806	931
69	..PEG	1499087898.087	505	427	nan	nan	nan	1499087905.798	806	931
70	..PEG	1499087898.120	503	419	nan	nan	nan	1499087905.832	806	931
71	..PEG	1499087898.153	500	424	nan	nan	nan	1499087905.866	806	931
72	..PEG	1499087898.187	497	421	nan	nan	nan	1499087905.899	806	931
73	..PEG	1499087898.220	504	415	nan	nan	nan	1499087905.932	806	931
74	..PEG	1499087898.253	500	410	nan	nan	nan	1499087905.967	806	931
75	..PEG	1499087898.286	499	406	nan	nan	nan	1499087906.0	806	931
76	..PEG	1499087898.320	503	404	nan	nan	nan	1499087906.034	806	931
77	..PEG	1499087898.353	525	356	nan	nan	nan	1499087906.067	806	931
78	..PEG	1499087898.387	533	350	nan	nan	nan	1499087906.101	806	931
79	..PEG	1499087898.420	531	345	nan	nan	nan	1499087906.134	806	931
80	..PEG	1499087898.453	521	347	nan	nan	nan	1499087906.169	806	931
81	..PEG	1499087898.486	528	342	nan	nan	nan	1499087906.202	806	931
82	..PEG	1499087898.520	524	340	nan	nan	nan	1499087906.236	806	931
83	..PEG	1499087898.553	526	336	nan	nan	nan	1499087906.27	806	931
84	..PEG	1499087898.586	546	157	nan	nan	nan	1499087906.304	806	931
85	..PEG	1499087898.620	545	114	nan	nan	nan	1499087906.338	806	931
86	..PEG	1499087898.653	547	116	nan	nan	nan	1499087906.372	806	931
87	..PEG	1499087898.687	546	113	nan	nan	nan	1499087906.406	806	931
88	..PEG	1499087898.720	546	110	nan	nan	nan	1499087906.439	806	931
89	..PEG	1499087898.753	544	111	nan	nan	nan	1499087906.473	806	931
90	..PEG	1499087898.786	543	109	nan	nan	nan	1499087906.507	805	931
91	..PEG	1499087898.819	544	111	nan	nan	nan	1499087906.541	805	931
92	..PEG	1499087898.853	543	110	nan	nan	nan	1499087906.574	803	931
93	..PEG	1499087898.886	543	111	nan	nan	nan	1499087906.608	800	931
94	..PEG	1499087898.920	543	109	nan	nan	nan	1499087906.642	796	931
95	..PEG	1499087898.953	537	104	nan	nan	nan	1499087906.676	794	931
96	..PEG	1499087898.986	521	114	nan	nan	nan	1499087906.711	792	931
97	..PEG	1499087899.020	498	132	nan	nan	nan	1499087906.744	791	931
98	..PEG	1499087899.053	501	128	nan	nan	nan	1499087906.778	791	931
99	..PEG	1499087899.086	498	131	nan	nan	nan	1499087906.811	791	931
100	..PEG	1499087899.119	496	134	nan	nan	nan	1499087906.845	791	931
101	..PEG	1499087899.152	494	134	nan	nan	nan	1499087906.878	791	931
102	..PEG	1499087899.186	497	142	nan	nan	nan	1499087906.911	791	931
103	..PEG	1499087899.219	497	135	nan	nan	nan	1499087906.945	791	931
104	..PEG	1499087899.252	489	165	nan	nan	nan	1499087906.979	791	931
105	..PEG	1499087899.286	432	396	nan	nan	nan	1499087907.013	792	931
106	..PEG	1499087899.319	429	400	nan	nan	nan	1499087907.046	795	931
107	..PEG	1499087899.353	427	407	nan	nan	nan	1499087907.08	800	931
108	..PEG	1499087899.386	427	407	nan	nan	nan	1499087907.114	806	931
109	..PEG	1499087899.419	427	406	nan	nan	nan	1499087907.147	811	931
110	..PEG	1499087899.452	424	414	nan	nan	nan	1499087907.181	811	931
111	..PEG	1499087899.486	427	411	nan	nan	nan	1499087907.216	814	931
112	..PEG	1499087899.519	427	412	nan	nan	nan	1499087907.249	815	931
113	..PEG	1499087899.553	426	412	nan	nan	nan	1499087907.283	817	931
